ClusterID,Treatment,n_participants,YP_Birthwgt,pre_YS_GA_1_wgt,pre_YS_Test_screen1,pre_YS_Test_screen2,pre_YS_Diag_FBS,pre_YS_Diag_HGPO1,pre_YS_Diag_HGPO2,pre_YS_FBS_1_Screen,pre_YS_Date_FU1,pre_YS_GA_FU1,pre_YS_Weight_FU1,pre_YS_FBS_FU1,pre_YS_GPP_FU1,pre_YS_Place_FU1,pre_YS_Tx_FU1,pre_YS_Date_FU2,pre_YS_GA_FU2,pre_YS_Weight_FU2,pre_YS_FBS_FU2,pre_YS_GPP_FU2,pre_YS_Place_FU2,pre_YS_Tx_FU2,pre_YS_Date_FU3,pre_YS_GA_FU3,pre_YS_Weight_FU3,pre_YS_FBS_FU3,pre_YS_GPP_FU3,pre_YS_Place_FU3,pre_YS_Tx_FU3,pre_YS_GA_FU4,pre_YS_Weight_FU4,pre_YS_FBS_FU4,pre_YS_GPP_FU4,pre_YS_Place_FU4,pre_YS_Tx_FU4,pre_YS_Date_FU5,pre_YS_GA_FU5,pre_YS_Weight_FU5,pre_YS_FBS_FU5,pre_YS_GPP_FU5,pre_YS_Place_FU5,pre_YS_Tx_FU5,pre_YS_Date_FU6,pre_YS_GA_FU6,pre_YS_Weight_FU6,pre_YS_FBS_FU6,pre_YS_GPP_FU6,pre_YS_Place_FU6,pre_YS_Tx_FU6,pre_YS_Date_FU7,pre_YS_GA_FU7,pre_YS_Weight_FU7,pre_YS_FBS_FU7,pre_YS_GPP_FU7,pre_YS_Tx_FU7,pre_YS_Date_FU8,pre_YS_GA_FU8,pre_YS_Weight_FU8,pre_YS_FBS_FU8,pre_YS_GPP_FU8,pre_YS_Place_FU8,pre_YS_Tx_FU8,pre_YS_Date_FU9,pre_YS_GA_FU9,pre_YS_Weight_FU9,pre_YS_FBS_FU9,pre_YS_GPP_FU9,pre_YS_Place_FU9,pre_YS_Tx_FU9,pre_YS_Date_FU10,pre_YS_GA_FU10,pre_YS_Weight_FU10,pre_YS_FBS_FU10,pre_YS_GPP_FU10,pre_YS_Place_FU10,pre_YS_Tx_FU10,pre_YS_Date_FU11,pre_YS_GA_FU11,pre_YS_Weight_FU11,pre_YS_FBS_FU11,pre_YS_GPP_FU11,pre_YS_Place_FU11,pre_YS_Tx_FU11,pre_YS_Date_FU12,pre_YS_GA_FU12,pre_YS_Weight_FU12,pre_YS_FBS_FU12,pre_YS_GPP_FU12,pre_YS_Place_FU12,pre_YS_Tx_FU12,pre_YS_Date_FU13,pre_YS_GA_FU13,pre_YS_Weight_FU13,pre_YS_FBS_FU13,pre_YS_GPP_FU13,pre_YS_Place_FU13,pre_YS_Tx_FU13,pre_YS_Date_FU14,pre_YS_GA_FU14,pre_YS_Weight_FU14,pre_YS_FBS_FU14,pre_YS_GPP_FU14,pre_YS_Place_FU14,pre_YS_Tx_FU14,pre_YS_Date_FU15,pre_YS_GA_FU15,pre_YS_Weight_FU15,pre_YS_FBS_FU15,pre_YS_GPP_FU15,pre_YS_Place_FU15,pre_YS_Tx_FU15,pre_YS_Date_FU16,pre_YS_GA_FU16,pre_YS_Weight_FU16,pre_YS_FBS_FU16,pre_YS_GPP_FU16,pre_YS_Place_FU16,pre_YS_Tx_FU16,pre_YS_GA_FU17,pre_YS_Weight_FU17,pre_YS_FBS_FU17,pre_YS_GPP_FU17,pre_YS_Place_FU17,pre_YS_Tx_FU17,pre_YS_Date_FU18,pre_YS_GA_FU18,pre_YS_Weight_FU18,pre_YS_FBS_FU18,pre_YS_GPP_FU18,pre_YS_Place_FU18,pre_YS_Tx_FU18,pre_YS_Date_FU19,pre_YS_GA_FU19,pre_YS_Weight_FU19,pre_YS_FBS_FU19,pre_YS_GPP_FU19,pre_YS_Place_FU19,pre_YS_Tx_FU19,pre_YS_Date_FU20,pre_YS_GA_FU20,pre_YS_Weight_FU20,pre_YS_FBS_FU20,pre_YS_GPP_FU20,pre_YS_Place_FU20,pre_YS_Tx_FU20,pre_YS_Date_FU21,pre_YS_GA_FU21,pre_YS_Weight_FU21,pre_YS_FBS_FU21,pre_YS_GPP_FU21,pre_YS_Place_FU21,pre_YS_Tx_FU21,pre_YS_Date_FU22,pre_YS_GA_FU22,pre_YS_Place_FU22,pre_YS_Tx_FU22,pre_YS_Date_FU17,pre_YS_Date_FU4,post_YS_Retest_PP,post_YS_Test_PP1,post_YS_Test_PP2,post_YS_DM_PP,post_YS_Res_FBS_PP1,post_YS_Res_HGPO_PP,X_Age_0w,X_Gest_0w,X_Resid_0w,X_GDM_ACDT_0w,X_MACRO_ACDT_0w,X_Weight_0w,X_HC_Location_0w
222,0,3,4266.666666666667,30.333333333333332,1,NA,1,0,0,1.06,46,28,73,1,NA,0,0,116,38,77,0.85,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0.3333333333333333,1.0366666666666666,NA,25.333333333333332,2.6666666666666665,1,0.6666666666666666,1,68.1,1
311,1,15,3426.6666666666665,19.466666666666665,1,1,0.9333333333333333,0.06666666666666667,0,0.9546666666666667,23.533333333333335,27.8,75.8,0.8786666666666667,0.988,0,0,42.4,30.533333333333335,76.85714285714286,0.8178571428571428,0.9761538461538461,0,0,60.18181818181818,31.636363636363637,77.9090909090909,0.8545454545454545,1.032,1,0,32.111111111111114,81.77777777777777,0.8577777777777778,0.97875,0,0,66.875,31.5,78.4,0.886,1.2225,0.375,0,78.5,33.375,81.125,0.845,1.15375,0,0,72.85714285714286,33.285714285714285,85.5,0.9233333333333333,1.2416666666666667,0,79.5,33.833333333333336,80.16666666666667,0.9533333333333334,1.1666666666666667,0,0,75,33.75,85.75,0.96,1.1,0,0,79.66666666666667,33,84.33333333333333,1,0.99,0,0.3333333333333333,102,32,78,0.88,0.98,0.5,0.5,106,32.5,78,0.95,1.455,0,0.5,113.5,33.5,78,1.03,1.26,0,0.5,125.5,35.5,78,0.9550000000000001,NA,0,0.5,133.5,36.5,79,0.83,1.02,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.22222222222223,0.8,0,2,0,0.93,1.4241666666666666,22.4,1.5333333333333334,0,0,0,74.06666666666666,0
312,1,10,3250,15.4,1,1,0.9,0.1,0,0.996,20.8,24.2,73.7,0.851,1.2622222222222221,0,0,37.7,26.5,68.96,0.87125,1.1425,0.2,0,57.3,29.5,74.175,0.8755555555555555,1.12125,1,0.1,30.77777777777778,73.95,0.8614285714285714,0.9833333333333333,0.1111111111111111,0.2222222222222222,78.28571428571429,30.857142857142858,72.37142857142857,0.8471428571428571,1.0285714285714285,0,0,90.57142857142857,32.285714285714285,72.44285714285714,0.82,0.9628571428571429,0,0,96.5,32.333333333333336,78.98,0.865,1.1,0,101.6,31.4,76.225,0.85,1.06,0,0,109,32.2,72.1,0.872,0.935,0,0,115.33333333333333,30,73.9,0.9166666666666666,1.1800000000000002,0,0,127.66666666666667,31.333333333333332,73.66666666666667,0.9133333333333333,1.16,0,0,138,33.333333333333336,73.9,0.87,1.1233333333333333,0,0,148,34.666666666666664,74.46666666666667,0.83,1.1033333333333333,0,0,161,36.666666666666664,73.6,0.79,0.995,0,0,150.5,36.5,73,0.9,1.065,0,0,128,34,86,0.93,0.92,0,0,36,83.2,0.86,0.89,0,0,149,37,83.8,0.86,0.83,0,0,156,38,84.7,0.87,0.99,0,0,175,40,84.3,0.86,0.72,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,72.22222222222223,0.9,0,2,0.1111111111111111,0.9855555555555555,1.03375,23.5,2.7,1,0,0,70.77,1
321,0,8,3450,19.5,1,NA,1,0,0,0.995,11.857142857142858,26.285714285714285,81.16666666666667,0.8914285714285715,NA,0,0,47.833333333333336,30,83,0.81,NA,0,0,82.16666666666667,35,85,0.84,NA,1,0,36,86,0.815,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.33333333333333,1,0,0,0,0.8325,NA,20.375,2.25,0,0.125,0,80.5,0
322,0,7,3114.285714285714,15.857142857142858,1,NA,1,0,0,1.0085714285714287,32.57142857142857,28.857142857142858,76.75,0.9466666666666667,NA,0,0,56.57142857142857,32.285714285714285,77.42857142857143,0.866,NA,0,0,92.75,33.25,70.75,0.8125,NA,1,0,35.666666666666664,70,0.87,NA,0,0,141,35,64,0.87,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.33333333333333,0.8571428571428571,0,0,0,0.95,NA,22.571428571428573,2.857142857142857,1,0.42857142857142855,0,74.85714285714286,1
411,1,13,3384.6153846153848,19.692307692307693,1,1,0.15384615384615385,0.8461538461538461,0.8461538461538461,0.8730769230769231,11.5,32.416666666666664,73.25,0.86375,1.17625,0.3333333333333333,0,26.666666666666668,34.5,75.22222222222223,0.8511111111111112,1.0942857142857143,0.25,0.08333333333333333,27.3,35,77.57142857142857,0.8742857142857143,1.1385714285714286,1,0.3,35.77777777777778,74.71428571428571,0.85,1.16125,0.2222222222222222,0.2222222222222222,37.833333333333336,35.333333333333336,79.33333333333333,0.9183333333333333,1.1133333333333333,0.16666666666666666,0.16666666666666666,36.25,34,76,0.895,1.28,0.5,0.5,38.75,34.5,83.33333333333333,1.0433333333333334,1.0866666666666667,0.5,44,35,81.5,0.87,1.1433333333333333,0.25,0.5,49,36,83.33333333333333,0.9875,1.145,0,0.5,54,36.75,87.5,0.905,1.0775000000000001,0,0.5,63.5,38,82.83333333333333,0.9375,1.1675,0,0.5,61.333333333333336,38,90,1.12,1.21,0.6666666666666666,0.6666666666666666,78,38,88,0.885,1.115,0,0.5,98,39,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.44444444444444,1,0,2,0.07692307692307693,0.9584615384615385,1.1223076923076922,24.23076923076923,2.6153846153846154,0,0,0.07692307692307693,76,0
412,1,9,3251.1111111111113,17,1,1,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.7722222222222223,27.11111111111111,29.666666666666668,70.33333333333333,0.7233333333333334,1.3477777777777777,0,0,41,31.75,72.25,0.72625,1.25625,0,0,47.5,32.166666666666664,74.3,0.7066666666666667,1.155,1,0,33,75.83333333333333,0.768,1.1239999999999999,0,0,68.6,35.2,72.04,0.8375,0.9425,0,0,84,37.4,73.75,0.75,1.0675,0,0,84,38,72.5,0.7766666666666667,1.2366666666666668,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.2,0.8888888888888888,0,2,0,0.8175,1.3825,23.77777777777778,2.888888888888889,1,0,0,66.66666666666667,1
421,0,7,3685.714285714286,26.428571428571427,1,NA,1,0,0,1.0085714285714285,30.5,35,79.83333333333333,1.1749999999999998,2.6,0,0,47,33.5,81.5,1.04,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3333333333333333,0,0.3333333333333333,0.815,NA,24.142857142857142,2.142857142857143,0.5714285714285714,0.2857142857142857,0.14285714285714285,73.57142857142857,0
422,0,10,3430,21.9,1,0,1,0,0,1.005,11.666666666666666,25.666666666666668,77.28571428571429,1.035,1.432,0.2222222222222222,0,19.555555555555557,26.77777777777778,76.33333333333333,0.9466666666666667,1.16,0.6666666666666666,0,27.25,27.125,77.375,0.9525,1.32,1,0,28.285714285714285,79.5,1.155,0.98,0.42857142857142855,0.2857142857142857,60,31.166666666666668,83.33333333333333,0.9400000000000001,0.9500000000000001,0.5,0.3333333333333333,93.8,33.6,87,0.87,1.12,0.4,0.2,119,36,72.5,0.81,NA,0.3333333333333333,145,36.5,80,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.142857142857146,0.8,0,0,0.125,1.0225,NA,24.3,3.1,0.9,0.1,0.1,78.3,0
511,1,7,3295.714285714286,17.714285714285715,1,1,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.9271428571428572,15.714285714285714,23.571428571428573,76,0.9,0.96,0,0,27.571428571428573,25.285714285714285,76.42857142857143,0.8457142857142858,1.0014285714285713,0,0,33.57142857142857,26,76,0.8483333333333334,1.0150000000000001,1,0,25.833333333333332,73.66666666666667,0.9199999999999999,1.055,0,0,46.166666666666664,26.833333333333332,73.83333333333333,0.8466666666666667,1.01,0,0,46.4,26,76,0.83,1.066,0,0,54.8,27.2,76.7,0.762,0.958,0,62.4,28.4,76.8,0.794,1.048,0,0,70,28,72.33333333333333,0.81,1.04,0.25,0,77.25,29,72.23333333333333,0.73,0.8466666666666667,0.25,0,85.5,30,72.83333333333333,0.6933333333333334,0.7933333333333333,0.25,0,101.75,32.5,73.63333333333334,0.7166666666666667,0.95,0.25,0,111,31.666666666666668,74.63333333333334,0.7366666666666667,0.8433333333333334,0,0,112,34.5,77,0.72,0.93,0.5,0,114.5,35,73.5,0.79,0.76,0,0,118.5,35.5,73.1,0.765,0.79,0,0,32,75,0.7,NA,0,0,167,33,75,0.7,NA,0,0,184,35,76,0.84,1.17,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,39.166666666666664,0.8571428571428571,0,2,0,1.0083333333333333,1.354,23.857142857142858,2.2857142857142856,0,0,0,74,0
512,1,8,3500,10.625,1,1,0.5,0.125,0.5,0.87125,23.625,25,75,0.9025,1.25,0,0,35.714285714285715,26,77.8,0.896,1.216,0.2857142857142857,0,62.5,28.833333333333332,76.66666666666667,0.8200000000000001,1.1733333333333333,1,0,30,76.5,0.92,1.1233333333333333,0.2,0.2,96.5,30.25,77.83333333333333,0.86,1.025,0.25,0.25,96,31.666666666666668,79.75,0.8400000000000001,1.2,0.3333333333333333,0.3333333333333333,126,31.5,80.35,0.88,1.06,0,77,29,65,0.93,0.87,0,0,84,30,65,0.78,1.22,0,0,98,32,65,0.97,1.1,0,0,105,33,65,0.88,1.09,0,0,112,34,NA,0.9,1.08,0,0,133,37,66,0.82,1.19,0,0,140,38,66,0.9,1.12,0,0,147,39,66,0.91,1.08,0,0,168,41,71.5,0.89,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,1,0,2,0,0.92125,1.35625,22.125,2.375,0.875,0,0,67.25,0
521,0,9,3233.3333333333335,16.11111111111111,1,1,1,0.4444444444444444,0.3333333333333333,1.03,48.142857142857146,31.714285714285715,78,0.8866666666666667,NA,0,0,56,31.8,70,1.06,1.2,0.5,0,89,34.25,78.66666666666667,NA,NA,1,0,39,79,0.9,NA,0,0,147,40,82.5,0.72,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.33333333333333,0.8888888888888888,0,0,0,0.855,NA,21.555555555555557,2.2222222222222223,1,0,0.1111111111111111,68.88888888888889,1
522,0,9,3322.222222222222,22.555555555555557,1,NA,1,0,0,0.9755555555555555,28.11111111111111,34,68.14285714285714,0.8866666666666667,NA,0,0,54,36.75,68,0.8725,NA,0,0,74.5,39.5,68,1.15,NA,1,0,40,NA,0.92,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,0.8888888888888888,0.125,0,0.125,1.01,NA,23.77777777777778,2.4444444444444446,1,0.2222222222222222,0,66.77777777777777,1
